0	-7987471.579556
1000	-7987500.628771
2000	-7987485.754490
3000	-7987471.579556
4000	-7987483.425756
5000	-7987475.085544
6000	-7987471.579556
7000	-7987485.152723
8000	-7987472.297045
9000	-7987471.579556
10000	-7987477.426786
11000	-7987478.945478
12000	-7987471.579556
13000	-7987485.030128
14000	-7987481.844265
15000	-7987475.803032
16000	-7987488.732813
17000	-7987480.191349
18000	-7987477.091280
19000	-7987472.297045
20000	-7987480.789505
21000	-7987481.076210
22000	-7987478.103287
23000	-7987477.678816
24000	-7987471.604702
25000	-7987477.426786
26000	-7987487.278009
27000	-7987477.002669
28000	-7987480.795181
29000	-7987487.243064
30000	-7987473.989676
31000	-7987471.579556
32000	-7987484.259896
33000	-7987472.297045
34000	-7987475.761073
35000	-7987471.604702
36000	-7987472.297045
37000	-7987471.579556
38000	-7987471.579556
39000	-7987480.370571
40000	-7987480.954304
41000	-7987483.935312
42000	-7987479.181109
43000	-7987489.044665
44000	-7987482.011127
45000	-7987478.839351
46000	-7987487.310886
47000	-7987471.579556
48000	-7987471.579556
49000	-7987497.058924
50000	-7987477.402207
51000	-7987484.438814
52000	-7987475.808068
53000	-7987480.878618
54000	-7987477.802919
55000	-7987474.987331
56000	-7987475.679674
57000	-7987471.604702
58000	-7987471.604702
59000	-7987481.937686
60000	-7987481.396019
61000	-7987472.297045
62000	-7987475.110689
63000	-7987475.975886
64000	-7987486.410028
65000	-7987478.128945
66000	-7987471.579556
67000	-7987471.579556
68000	-7987486.500292
69000	-7987480.860863
70000	-7987481.677083
71000	-7987483.782154
72000	-7987476.540212
73000	-7987493.110439
74000	-7987478.373068
75000	-7987471.579556
76000	-7987471.579556
77000	-7987478.624440
78000	-7987474.225010
79000	-7987477.903851
80000	-7987479.851335
81000	-7987471.579556
82000	-7987494.528714
83000	-7987474.257640
84000	-7987481.058056
85000	-7987471.579556
86000	-7987482.591749
87000	-7987482.442037
88000	-7987471.579556
89000	-7987487.554895
90000	-7987483.532125
91000	-7987471.579556
92000	-7987484.586316
93000	-7987471.579556
94000	-7987474.895835
95000	-7987471.579556
96000	-7987488.467051
97000	-7987475.975872
98000	-7987485.223670
99000	-7987478.695867
100000	-7987478.395116
101000	-7987474.299551
102000	-7987488.274979
103000	-7987490.183301
104000	-7987483.624845
105000	-7987483.749937
106000	-7987477.815380
107000	-7987474.923433
108000	-7987471.579556
109000	-7987487.320676
110000	-7987472.297045
111000	-7987482.741971
112000	-7987477.045829
113000	-7987472.297045
114000	-7987485.878129
115000	-7987480.164024
116000	-7987496.913151
117000	-7987486.381240
118000	-7987475.640922
119000	-7987472.297045
120000	-7987472.297045
121000	-7987472.297045
122000	-7987478.588783
123000	-7987483.575721
124000	-7987478.662151
125000	-7987472.297045
126000	-7987475.017039
127000	-7987474.299551
128000	-7987481.208179
129000	-7987471.579556
130000	-7987474.299551
131000	-7987471.579556
132000	-7987480.770418
133000	-7987480.708628
134000	-7987476.931479
135000	-7987500.048066
136000	-7987480.914167
137000	-7987480.324256
138000	-7987472.297045
139000	-7987472.297045
140000	-7987472.297045
141000	-7987477.648968
142000	-7987474.250155
143000	-7987476.010682
144000	-7987499.644936
145000	-7987479.516670
146000	-7987476.010682
147000	-7987472.297045
148000	-7987489.896448
149000	-7987475.780126
150000	-7987478.389757
151000	-7987478.456448
152000	-7987495.828158
153000	-7987475.068730
154000	-7987471.604702
155000	-7987489.219398
156000	-7987480.156798
157000	-7987471.579556
158000	-7987476.931479
159000	-7987485.405878
160000	-7987481.255761
161000	-7987478.148114
162000	-7987475.944924
163000	-7987485.653630
164000	-7987474.797962
165000	-7987475.515450
166000	-7987482.334900
167000	-7987477.925570
168000	-7987475.515450
169000	-7987475.515450
170000	-7987483.519613
171000	-7987478.160904
172000	-7987486.684125
173000	-7987489.471877
174000	-7987486.825834
175000	-7987497.868795
176000	-7987491.737092
177000	-7987478.953005
178000	-7987474.797962
179000	-7987474.797962
180000	-7987474.797962
181000	-7987480.493145
182000	-7987471.579556
183000	-7987479.199628
184000	-7987471.579556
185000	-7987474.990196
186000	-7987474.392567
187000	-7987475.485179
188000	-7987477.476046
189000	-7987477.736444
190000	-7987477.736444
191000	-7987476.348756
192000	-7987471.579556
193000	-7987471.579556
194000	-7987475.803032
195000	-7987472.297045
196000	-7987481.302297
197000	-7987479.557837
198000	-7987482.884019
199000	-7987484.258869
200000	-7987472.297045
201000	-7987492.479202
202000	-7987485.257802
203000	-7987477.791502
204000	-7987476.627104
205000	-7987474.324696
206000	-7987475.017039
207000	-7987484.198854
208000	-7987510.680597
209000	-7987478.922662
210000	-7987477.662493
211000	-7987476.980867
212000	-7987474.299551
213000	-7987483.702502
214000	-7987480.398810
215000	-7987476.278151
216000	-7987486.693127
217000	-7987484.125177
218000	-7987471.579556
219000	-7987471.579556
220000	-7987486.320776
221000	-7987471.579556
222000	-7987476.123595
223000	-7987478.152992
224000	-7987471.579556
225000	-7987501.419508
226000	-7987483.260456
227000	-7987479.802757
228000	-7987475.975872
229000	-7987471.579556
230000	-7987474.679625
231000	-7987474.990196
232000	-7987475.678281
233000	-7987471.579556
234000	-7987480.491745
235000	-7987474.225010
236000	-7987479.022159
237000	-7987471.579556
238000	-7987481.515566
239000	-7987471.579556
240000	-7987476.635129
241000	-7987474.225010
242000	-7987471.579556
243000	-7987471.579556
244000	-7987476.679751
245000	-7987471.579556
246000	-7987471.579556
247000	-7987480.467534
248000	-7987480.829103
249000	-7987481.370671
250000	-7987481.964525
251000	-7987491.498753
252000	-7987480.474848
253000	-7987487.744898
254000	-7987474.299551
255000	-7987471.579556
256000	-7987471.579556
257000	-7987486.145841
258000	-7987475.293194
259000	-7987475.043585
260000	-7987481.591922
261000	-7987477.898866
262000	-7987471.579556
263000	-7987475.043585
264000	-7987479.971465
265000	-7987471.579556
266000	-7987474.942498
267000	-7987480.955792
268000	-7987477.385799
269000	-7987476.891801
270000	-7987471.579556
271000	-7987471.579556
272000	-7987475.808068
273000	-7987481.206147
274000	-7987477.906643
275000	-7987471.579556
276000	-7987475.485179
277000	-7987480.306755
278000	-7987471.579556
279000	-7987471.579556
280000	-7987475.678281
281000	-7987471.579556
282000	-7987475.293194
283000	-7987475.085544
284000	-7987488.139533
285000	-7987474.237640
286000	-7987471.579556
287000	-7987471.579556
288000	-7987471.579556
289000	-7987498.019181
290000	-7987471.579556
291000	-7987471.579556
292000	-7987483.252704
293000	-7987474.920981
294000	-7987471.579556
295000	-7987471.579556
296000	-7987476.679751
297000	-7987471.579556
298000	-7987477.002669
299000	-7987471.579556
300000	-7987475.293194
301000	-7987480.268868
302000	-7987481.928625
303000	-7987490.699664
304000	-7987484.234551
305000	-7987471.579556
306000	-7987476.705415
307000	-7987480.174028
308000	-7987494.760822
309000	-7987480.264234
310000	-7987475.515450
311000	-7987482.941170
312000	-7987481.135582
313000	-7987471.579556
314000	-7987487.552159
315000	-7987472.297045
316000	-7987472.297045
317000	-7987471.604702
318000	-7987471.579556
319000	-7987482.928885
